Accession ID	Collection date	Submission date	Location
EPI_ISL_1633423	2021-04-08	2021-04-19	South America / Chile / Arica and Parinacota / Arica
EPI_ISL_1633424	2021-04-08	2021-04-19	South America / Chile / Arica and Parinacota / Arica
EPI_ISL_1633428	2021-04-08	2021-04-19	South America / Chile / Arica and Parinacota / Arica
EPI_ISL_1633474	2021-03-18	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Granja
EPI_ISL_1633476	2021-03-22	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Granja
EPI_ISL_1633477	2021-03-23	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Pintana
EPI_ISL_1633482	2021-03-09	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Estacion Central
EPI_ISL_1633495	2021-03-31	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Puente Alto
EPI_ISL_1633501	2021-03-31	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Pintana
EPI_ISL_1633503	2021-03-31	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Granja
EPI_ISL_1633505	2021-04-01	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Granja
EPI_ISL_1633506	2021-04-01	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Granja
EPI_ISL_1633513	2021-04-02	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Puente Alto
EPI_ISL_1633515	2021-04-03	2021-04-19	South America / Chile / Region Metropolitana de Santiago / La Granja
EPI_ISL_1633517	2021-04-03	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Puente Alto
EPI_ISL_1633519	2021-04-04	2021-04-19	South America / Chile / Coquimbo / Ovalle
EPI_ISL_1633520	2021-04-05	2021-04-19	South America / Chile / Region Metropolitana de Santiago / San Ramon
EPI_ISL_1633527	2021-04-05	2021-04-19	South America / Chile / Tarapaca / Iquique
EPI_ISL_1633528	2021-04-05	2021-04-19	South America / Chile / Tarapaca / Alto Hospicio
EPI_ISL_1633534	2021-04-05	2021-04-19	South America / Chile / Arica and Parinacota / Arica
EPI_ISL_1633535	2021-04-07	2021-04-19	South America / Chile / Valparaiso / La Ligua
EPI_ISL_1633536	2021-04-07	2021-04-19	South America / Chile / Valparaiso / La Ligua
EPI_ISL_1633542	2021-04-07	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Padre Hurtado
EPI_ISL_1633543	2021-04-07	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Padre Hurtado
EPI_ISL_1633545	2021-04-06	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Pudahuel
EPI_ISL_1633546	2021-04-06	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Pudahuel
EPI_ISL_1633547	2021-04-03	2021-04-19	South America / Chile / Region Metropolitana de Santiago / Las Condes
EPI_ISL_1633548	2021-04-04	2021-04-19	South America / Chile / Biobio / Cabrero
EPI_ISL_1634155	2021-04-14	2021-04-19	North America / USA / New York / New York City
EPI_ISL_1635495	2021-04-08	2021-04-19	North America / USA / New York / New York City
EPI_ISL_1635617	2021-04-10	2021-04-19	North America / USA / New York / New York City
EPI_ISL_1636102	2021-04-10	2021-04-19	North America / USA / New York / New York City
EPI_ISL_1638300	2021-03-30	2021-04-19	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1643496	2021-04-06	2021-04-19	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1644902	2021-04-07	2021-04-19	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1647950	2021-04-11	2021-04-19	Europe / Spain / Madrid
EPI_ISL_1647954	2021-04-07	2021-04-19	Europe / Spain / Madrid
EPI_ISL_1649538	2021-03-17	2021-04-19	North America / USA / Florida
EPI_ISL_1650631	2021-03-24	2021-04-19	North America / USA / Maryland
EPI_ISL_1650756	2021-03-25	2021-04-19	North America / USA / Tennessee
EPI_ISL_1650764	2021-03-25	2021-04-19	North America / USA / Tennessee
EPI_ISL_1650766	2021-03-25	2021-04-19	North America / USA / Alabama
EPI_ISL_1650768	2021-03-25	2021-04-19	North America / USA / Tennessee
EPI_ISL_1650785	2021-03-25	2021-04-19	North America / USA / Tennessee
EPI_ISL_1663002	2021-04-05	2021-04-21	North America / USA / Maryland
EPI_ISL_1666084	2021-04-09	2021-04-21	North America / USA / California
EPI_ISL_1666228	2021-04-09	2021-04-21	North America / USA / California
EPI_ISL_1666641	2021-03-31	2021-04-21	North America / USA / Florida
EPI_ISL_1667023	2021-04-02	2021-04-21	North America / USA / Florida
EPI_ISL_1667031	2021-04-02	2021-04-21	North America / USA / Florida
EPI_ISL_1672365	2021-03-30	2021-04-21	North America / USA / Maryland
EPI_ISL_1672373	2021-04-03	2021-04-21	North America / USA / Maryland
EPI_ISL_1675090	2021-04-06	2021-04-22	Europe / France / Centre Val de Loire / Orleans
EPI_ISL_1678096	2021-04-02	2021-04-22	North America / USA / Utah
EPI_ISL_1679523	2021-04-05	2021-04-22	North America / USA / California
EPI_ISL_1679713	2021-03-31	2021-04-22	North America / USA / California
EPI_ISL_1680175	2021-04-04	2021-04-22	North America / USA / Florida
EPI_ISL_1680752	2021-04-04	2021-04-22	North America / USA / Florida
EPI_ISL_1680919	2021-04-06	2021-04-22	North America / USA / Tennessee
EPI_ISL_1681404	2021-04-09	2021-04-22	North America / USA / Georgia
EPI_ISL_1681656	2021-04-13	2021-04-22	North America / USA / Maryland
EPI_ISL_1683830	2021-04-07	2021-04-22	North America / USA / Pennsylvania
EPI_ISL_1683831	2021-04-07	2021-04-22	North America / USA / Pennsylvania
EPI_ISL_1685065	2021-04-07	2021-04-22	North America / USA / Virginia
EPI_ISL_1688212	2021-03-30	2021-04-22	North America / USA / Tennessee
EPI_ISL_1688569	2021-03-30	2021-04-22	North America / USA / Arizona
EPI_ISL_1691334	2021-04-01	2021-04-22	North America / USA / Georgia
EPI_ISL_1696321	2021-03-26	2021-04-23	North America / USA / Maryland
EPI_ISL_1696400	2021-03-31	2021-04-23	North America / USA / Maryland
EPI_ISL_1702635	2021-04-05	2021-04-23	North America / USA / Connecticut
EPI_ISL_1709236	2021-03-06	2021-04-24	North America / USA / New York / Queens County
EPI_ISL_1709255	2021-03-08	2021-04-24	North America / USA / New York / New York County
EPI_ISL_1709285	2021-03-09	2021-04-24	North America / USA / New York / New York County
EPI_ISL_1709286	2021-03-10	2021-04-24	North America / USA / New York / New York County
EPI_ISL_1709289	2021-03-10	2021-04-24	North America / USA / New York / Queens County
EPI_ISL_1709296	2021-03-10	2021-04-24	North America / USA / New York / New York County
EPI_ISL_1709556	2021-03-21	2021-04-24	North America / USA / New York / Nassau County
EPI_ISL_1711315	2021-04-14	2021-04-24	North America / Mexico / Mexico City
EPI_ISL_1712314	2021-04-09	2021-04-24	South America / Chile / Arica and Parinacota / Arica
EPI_ISL_1712315	2021-04-09	2021-04-24	South America / Chile / Arica and Parinacota / Arica
EPI_ISL_1712319	2021-04-10	2021-04-24	South America / Chile / Biobio / Coronel
EPI_ISL_1712320	2021-04-10	2021-04-24	South America / Chile / Biobio / Coronel
EPI_ISL_1712327	2021-04-12	2021-04-24	South America / Chile / Maule / Talca
EPI_ISL_1712328	2021-04-12	2021-04-24	South America / Chile / Maule / Talca
EPI_ISL_1712330	2021-04-12	2021-04-24	South America / Chile / Maule / Talca
EPI_ISL_1712331	2021-04-12	2021-04-24	South America / Chile / Maule / Talca
EPI_ISL_1712332	2021-04-12	2021-04-24	South America / Chile / Maule / Talca
EPI_ISL_1712333	2021-04-12	2021-04-24	South America / Chile / Maule / Talca
EPI_ISL_1712334	2021-04-12	2021-04-24	South America / Chile / Maule / Talca
EPI_ISL_1712336	2021-03-29	2021-04-24	South America / Chile / Magallanes / Punta Arenas
EPI_ISL_1712337	2021-03-29	2021-04-24	South America / Chile / Magallanes / Punta Arenas
EPI_ISL_1712352	2021-04-11	2021-04-24	South America / Chile / Tarapaca / Iquique
EPI_ISL_1712355	2021-04-11	2021-04-24	South America / Chile / Tarapaca / Iquique
EPI_ISL_1712356	2021-04-11	2021-04-24	South America / Chile / Tarapaca / Iquique
EPI_ISL_1712361	2021-04-11	2021-04-24	South America / Chile / Tarapaca / Alto Hospicio
EPI_ISL_1712363	2021-04-12	2021-04-24	South America / Chile / Tarapaca / Alto Hospicio
EPI_ISL_1712365	2021-04-11	2021-04-24	South America / Chile / Region Metropolitana de Santiago / Pudahuel
EPI_ISL_1712373	2021-04-13	2021-04-24	South America / Chile / Region Metropolitana de Santiago / Lo Prado
EPI_ISL_1712374	2021-04-13	2021-04-24	South America / Chile / Region Metropolitana de Santiago / Pudahuel
EPI_ISL_1714783	2021-04-12	2021-04-23	North America / USA / Ohio
EPI_ISL_1717598	2021-04-15	2021-04-26	North America / USA / New York / New York City
EPI_ISL_1717932	2021-04-19	2021-04-26	North America / USA / New York / New York City
EPI_ISL_1718030	2021-04-20	2021-04-26	North America / USA / New York / New York City
EPI_ISL_1718143	2021-04-19	2021-04-26	North America / USA / New York / New York City
EPI_ISL_1720940	2021-04-13	2021-04-26	Europe / Germany / Lower Saxony
EPI_ISL_1721982	2021-04-08	2021-04-26	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1725118	2021-04-07	2021-04-26	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1726999	2021-04-14	2021-04-26	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1731419	2021-04-05	2021-04-26	North America / USA / Maryland
EPI_ISL_1732916	2021-03-30	2021-04-26	North America / USA / Minnesota
EPI_ISL_1733841	2021-04-14	2021-04-26	North America / USA / California
EPI_ISL_1733878	2021-04-14	2021-04-26	North America / USA / California
EPI_ISL_1734626	2021-04-07	2021-04-26	North America / USA / Florida
EPI_ISL_1735082	2021-04-05	2021-04-26	North America / USA / Georgia
EPI_ISL_1737734	2021-04-08	2021-04-26	North America / USA / Tennessee
EPI_ISL_1737945	2021-04-05	2021-04-26	North America / USA / Connecticut
EPI_ISL_1738260	2021-04-05	2021-04-26	North America / USA / Ohio
EPI_ISL_1738806	2021-04-14	2021-04-26	South America / Ecuador / El Oro / Machala
EPI_ISL_1740508	2021-03-30	2021-04-27	North America / USA / New York / Suffolk County
EPI_ISL_1740510	2021-03-13	2021-04-27	North America / USA / New York / Erie County
EPI_ISL_1740512	2021-04-02	2021-04-27	North America / USA / New York / Westchester County
EPI_ISL_1740513	2021-04-01	2021-04-27	North America / USA / New York / Westchester County
EPI_ISL_1743604	2021-03-30	2021-04-27	North America / USA / Arizona / Maricopa County
EPI_ISL_1743605	2021-04-11	2021-04-27	North America / USA / Arizona / Maricopa County
EPI_ISL_1760301	2021-03-22	2021-04-28	North America / USA / Virginia
EPI_ISL_1761964	2021-04-11	2021-04-28	North America / USA / California
EPI_ISL_1785804	2021-04-13	2021-04-29	North America / USA / Washington
EPI_ISL_1785965	2021-04-15	2021-04-29	North America / USA / Washington
EPI_ISL_1789070	2021-04-13	2021-04-29	Europe / France / Bretagne / Noyal Chatillon Sur Seiche
EPI_ISL_1789273	2021-04-08	2021-04-29	North America / USA / Washington
EPI_ISL_1789685	2021-04-10	2021-04-29	North America / USA / Arizona / Maricopa County
EPI_ISL_1789713	2021-03-31	2021-04-29	North America / USA / New York / Bronx
EPI_ISL_1789723	2021-04-14	2021-04-29	North America / USA / New York / Westchester County
EPI_ISL_1796275	2021-04-09	2021-04-29	North America / USA / California
EPI_ISL_1796639	2021-04-12	2021-04-29	North America / USA / California
EPI_ISL_1798118	2021-04-11	2021-04-29	North America / USA / California
EPI_ISL_1798440	2021-04-04	2021-04-29	North America / USA / California
EPI_ISL_1798460	2021-04-03	2021-04-29	North America / USA / Montana
EPI_ISL_1798560	2021-04-05	2021-04-29	North America / USA / California
EPI_ISL_1798592	2021-04-07	2021-04-29	North America / USA / California
EPI_ISL_1798895	2021-04-08	2021-04-29	North America / USA / Massachusetts
EPI_ISL_1801258	2021-04-15	2021-04-29	North America / USA / Florida
EPI_ISL_1801598	2021-04-16	2021-04-29	North America / USA / Connecticut
EPI_ISL_1803709	2021-04-13	2021-04-29	North America / USA / California
EPI_ISL_1804122	2021-04-12	2021-04-29	North America / USA / California
EPI_ISL_1804702	2021-04-11	2021-04-29	North America / USA / California
EPI_ISL_1805582	2021-04-04	2021-04-30	North America / USA / Virginia
EPI_ISL_1805714	2021-04-08	2021-04-30	South America / Ecuador / Pichincha / Quito
EPI_ISL_1807291	2021-03-31	2021-04-30	North America / USA / Texas / Harris
EPI_ISL_1807293	2021-03-31	2021-04-30	North America / USA / Texas / Harris
EPI_ISL_1821399	2021-04-01	2021-04-30	North America / USA / California / San Luis Obispo County
EPI_ISL_1828077	2021-04-21	2021-05-03	North America / USA / New York / New York City
EPI_ISL_1828350	2021-04-26	2021-05-03	North America / USA / New York / New York City
EPI_ISL_1828361	2021-04-26	2021-05-03	North America / USA / New York / New York City
EPI_ISL_1834871	2021-03-31	2021-05-03	North America / USA / Georgia
EPI_ISL_1834900	2021-03-31	2021-05-03	North America / USA / Georgia
EPI_ISL_1835517	2021-04-07	2021-05-03	North America / USA / California
EPI_ISL_1836580	2021-04-08	2021-05-03	North America / USA / California
EPI_ISL_1839294	2021-04-17	2021-05-03	North America / USA / Florida
EPI_ISL_1842997	2021-04-10	2021-05-03	Europe / Germany / Saxony
EPI_ISL_1844201	2021-04-13	2021-05-03	Europe / Germany / Saxony
EPI_ISL_1849281	2021-04-23	2021-05-03	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1856910	2021-04-01	2021-05-04	North America / USA / Texas / Harris
EPI_ISL_1856913	2021-04-02	2021-05-04	North America / USA / Texas / Harris
EPI_ISL_1856914	2021-04-02	2021-05-04	North America / USA / Texas / Harris
EPI_ISL_1857253	2021-04-12	2021-05-04	North America / Mexico / Yucatan
EPI_ISL_1892965	2021-04-12	2021-05-04	Europe / Spain / Catalunya / Rubi
EPI_ISL_1892989	2021-04-15	2021-05-04	Europe / Spain / Catalunya / Rubi
EPI_ISL_1896678	2021-04-14	2021-05-04	South America / Ecuador / El Oro / Machala
EPI_ISL_1896680	2021-04-14	2021-05-04	South America / Ecuador / El Oro / Machala
EPI_ISL_1896686	2021-04-14	2021-05-04	South America / Ecuador / El Oro / Machala
EPI_ISL_1896687	2021-04-14	2021-05-04	South America / Ecuador / El Oro / Machala
EPI_ISL_1896690	2021-04-14	2021-05-04	South America / Ecuador / El Oro / Machala
EPI_ISL_1900147	2021-04-08	2021-05-04	North America / USA / California
EPI_ISL_1906153	2021-03-18	2021-05-04	North America / USA / Michigan
EPI_ISL_1906241	2021-04-15	2021-05-04	North America / USA / Illinois
EPI_ISL_1906332	2021-04-15	2021-05-04	North America / USA / California
EPI_ISL_1907525	2021-04-13	2021-05-04	North America / USA / Pennsylvania
EPI_ISL_1907712	2021-04-14	2021-05-04	North America / USA / Florida
EPI_ISL_1907891	2021-04-14	2021-05-04	North America / USA / Florida
EPI_ISL_1909670	2021-04-07	2021-05-05	North America / USA / Arizona / Maricopa County
EPI_ISL_1909768	2021-03-29	2021-05-05	North America / USA / Arizona / Maricopa County
EPI_ISL_1910812	2021-04-13	2021-05-05	North America / USA / Arizona / Maricopa County
EPI_ISL_1910824	2021-04-13	2021-05-05	North America / USA / Arizona / Maricopa County
EPI_ISL_1912313	2021-04-19	2021-05-05	Europe / Spain / Madrid
EPI_ISL_1923274	2021-04-16	2021-05-06	North America / USA / Florida
EPI_ISL_1923350	2021-04-17	2021-05-06	North America / USA / Georgia
EPI_ISL_1923355	2021-04-17	2021-05-06	North America / USA / California
EPI_ISL_1923793	2021-04-15	2021-05-06	North America / USA / California
EPI_ISL_1924134	2021-04-15	2021-05-06	North America / USA / Texas
EPI_ISL_1924317	2021-04-15	2021-05-06	North America / USA / California
EPI_ISL_1924630	2021-04-22	2021-05-06	North America / USA / California / Santa Clara
EPI_ISL_1926108	2021-04-19	2021-05-06	North America / USA / New York
EPI_ISL_1926234	2021-04-19	2021-05-06	North America / USA / New Jersey
EPI_ISL_1930597	2021-04-26	2021-05-06	North America / USA / Florida
EPI_ISL_1930907	2021-04-20	2021-05-06	North America / USA / Colorado
EPI_ISL_1931256	2021-04-20	2021-05-06	North America / USA / Washington
EPI_ISL_1931314	2021-04-20	2021-05-06	North America / USA / Texas
EPI_ISL_1961124	2021-04-16	2021-05-08	North America / USA / Texas
EPI_ISL_1962943	2021-04-24	2021-05-08	South America / Aruba / Aruba
EPI_ISL_1965756	2021-03-31	2021-05-08	North America / USA / New York / New York City
EPI_ISL_1965887	2021-02-17	2021-05-08	North America / USA / New York / New York City
EPI_ISL_1966094	2021-02-26	2021-05-08	South America / Brazil / Sao Paulo
EPI_ISL_1968639	2021-04-28	2021-05-08	South America / Ecuador / Guayas / Salitre
EPI_ISL_1969400	2021-04-10	2021-05-08	North America / USA / California / San Diego
EPI_ISL_1969411	2021-04-08	2021-05-08	North America / USA / California / San Diego
EPI_ISL_1969418	2021-04-08	2021-05-08	North America / USA / California / San Diego
EPI_ISL_1971386	2021-04-13	2021-05-09	North America / USA / New York
EPI_ISL_1971391	2021-04-13	2021-05-09	North America / USA / New York
EPI_ISL_1972073	2021-04-28	2021-05-09	North America / USA / Vermont
EPI_ISL_1972342	2021-04-13	2021-05-10	North America / Mexico / Sinaloa
EPI_ISL_1982616	2021-03-16	2021-05-10	Europe / Germany
EPI_ISL_1988346	2021-03-03	2021-05-10	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1989298	2021-03-01	2021-05-10	Europe / Germany / Berlin
EPI_ISL_1989376	2021-03-14	2021-05-10	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1989386	2021-02-23	2021-05-10	Europe / Germany / Berlin
EPI_ISL_1989807	2021-04-17	2021-05-10	North America / USA / California
EPI_ISL_1989890	2021-04-19	2021-05-10	North America / USA / Texas
EPI_ISL_1990085	2021-03-22	2021-05-10	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1991354	2021-04-19	2021-05-10	North America / USA / Florida
EPI_ISL_1991694	2021-04-18	2021-05-10	North America / USA / Florida
EPI_ISL_1992109	2021-04-28	2021-05-10	North America / USA / California
EPI_ISL_1992338	2021-04-26	2021-05-10	North America / USA / California
EPI_ISL_1992351	2021-04-26	2021-05-10	North America / USA / California
EPI_ISL_1992388	2021-04-26	2021-05-10	North America / USA / California
EPI_ISL_1992390	2021-04-26	2021-05-10	North America / USA / California
EPI_ISL_1992595	2021-04-21	2021-05-10	North America / USA / Florida
EPI_ISL_1993248	2021-05-02	2021-05-10	North America / USA / California
EPI_ISL_1993607	2021-03-22	2021-05-10	Europe / Germany / North Rhine-Westphalia
EPI_ISL_1995722	2021-04-09	2021-05-10	North America / USA / California
EPI_ISL_1996086	2021-04-11	2021-05-10	North America / USA / California
